selection1_name,selection1_phone,selection1_users_name,selection1_users_reviews,,,
Corvus & Company,(206) 420-8488,"Ajax a.
Seattle, WA","Corvus had been a favorite for drinks, food, and brunch. Reasonably priced, friendly service, and decent acoustics made this a quiet standout. But the last few times have been disappointing, and last night brought back an old gripe about the new waitstaff that has landed in the Puget Sound area: they aren't professional. We arrived in time for happy hour, and ordered food from it. We also ordered two cocktails -- the menu said ""ALL COCKTAILS $2 OFF."" The toddy was ok, a little heavy-handed with the dried spices, and the Last Word was unbalanced, with too much sour competing with the Luxardo and both overwhelming the chartreuse. I could have sent it back, but wasn't in the mood to be ""that guy."" Food was fine as always, especially the fried okra and chickpeas.
When the the bill arrived, it showed the HH for happy hour pricing, but not on the Last Word. I pointed out the wording on the menu, and the waitress told me she only works one night a week and to take it up with the management/owner. No further help from her. Her service was basic, nothing stellar, but that last comment showed how little she cared about customers and the restaurant. Typically I would have sought out management and voiced my concerns, but last night I just wanted to get on with my evening.
It is a small matter, but I hope management clarifies their drink policy or gives staff the ability to make things right.",,,
Corvus & Company,(206) 420-8488,"Nicole A.
Seattle, WA","This is a great place to grab drinks! My boyfriend and I came here after dinner and like most of the bars in Capitol Hill it's small in size but large in personality. The decor is really edgy and moody, but in a totally awesome way.
The menu is pretty extensive, so I ended up asking the server for a recommendation. I'm really not a huge fan of gin based drinks, but she assured me that the gin they use is very smooth and doesn't have an overpowering flavor. And she was right! My drink was fruity and very refreshing. I'll be back to try more!",,,
Corvus & Company,(206) 420-8488,"Valerie C.
Seattle, WA","What brought me in is the ambiance of the place. Lowly lit, wood counter top, leather seats, beautifully displayed bar. A place that I can sip on my cocktail, snacking on small bites and a nice place to enjoy a conversation.
I ordered The King of Swords, a decadent drink. Along with some artichoke fritters and the falafel plate. All very delicious.
I will recommend this to friends and I hope to return!",,,
Corvus & Company,(206) 420-8488,"Conor S.
Seattle, WA",New favorite! This place was fantastic. The team working was fast and friendly. Got drinks and some light bites. Everything was delicious. I recommend trying some of their cocktails. They had plenty of delicious offerings. The roasted beets was amazing! Delicious and perfectly prepared. Will be recommending to friends!,,,
Corvus & Company,(206) 420-8488,"Sebastian T.
Seattle, WA","I was at Herb & Bitter for some cocktails and my group decided to hop to the next nearby spot within walking distance and i was able to find this little gem. This place is definitely on a more casual side, and the vibes were in-between a bar & classy cocktail bar. The walls were open to the outside and the spot was happily filled, but not packed.
At first glance,the drinks were cheap, but they still had interesting inviting cocktails. My inner asian was screaming ""BEST VALUE"". My group got a variety of drinks and I was very impressed to say the least. There were definitely a few cocktails I'd love to try and I was very satisfied with what I got.
I'd definitely be back with some friends for a cocktail night out, and I'd love to explore the other drinks that are offered. I highly recommend checking this spot out for drinks!",,,
Corvus & Company,(206) 420-8488,"Carissa D.
Ambler, PA","My family and I enjoyed lunch here on a walk through this area on a Friday afternoon. The staff working here were really friendly. The bartender was amazing! His bar tending skills were incredible. Their drinks are works of art! We didn't order any, but if I came in the evening I definitely would have. The food took a little long, it seems like there was only one chef in the back but it was excellent so it made up for the wait time! My mom enjoyed the flavors through the lamb Benedict and I loved my shakshuka. Very well done drinks and food!",,,
Corvus & Company,(206) 420-8488,"Steve S.
Redmond, WA","I've only been here for Sunday brunch with friends, so that is what I'm reviewing. I've been here a few times (but only started doing the check-in thing recently), and I've usually ordered the French toast. It's good stuff.
Yesterday, it seems that other customers thought the French toast was such good stuff that it was all gone by the time I arrived, just after 1 pm. The server suggested ""Australian unicorn toast"" as a substitute; it's the special of the day because it was the Australian bartender's birthday. It was a slice of thick toast, sliced diagonally, and served with whipped butter and syrup - pretty much the way French toast would be served, except without the egg batter coating. The portion size was too small, but it was only $3, so I ordered another portion. That was about right, and my tab ended up smaller than usual.
Service has generally been good.
The decor is nice, with a lot of cool art - though strangely (given the place's name) there's only a small picture of a crow on one wall, and a giant picture of an owl on the long wall opposite the bar.
We were seated close to the front door on a cold day, but it didn't feel drafty. I'm not sure how they manage that, but they're doing something right.",,,
Corvus & Company,(206) 420-8488,"Bee D.
Reno, NV","What a great experience! Good vibes atmosphere, happy hour! The seasonal Asparagus with Garlic aioli cardamum pepper sauce, was delectable. I sopped up all the tasty juices with a side of grilled pita. So delicious! The bartender was a cool dude too!",,,
Corvus & Company,(206) 420-8488,"Walter P.
Seattle, WA","A couple of years ago I praised the chicken shawarma. Alas, they dropped it from the menu and I no longer go.",,,
Corvus & Company,(206) 420-8488,"Sugandha S.
Seattle, WA","I used to love this place so much. But the staff is horrible here. They are so rude and arrogant. We were looking for a table and waited for the host for more than 10 mins. We saw a host was passing by us so we asked her if any table is available and she said ""I don't know"" and left. I was hoping a little less attitude and little politeness.",,,
